Year,Month,Inv Date,Customer Number,Product Line,Item Number,Qty Shipped,Net Sales,Net Price,COGS,gross_profit,sales,year_month,item_name,region_name,Gross Margin
2021,9,2021-09-13,2,70,1740300,20,278.8,13.940000000000001,69,209.8,278.8,2021-09,1740300,South,0.7525107604017217
2021,9,2021-09-13,2,70,1740380,20,344.4,17.22,85,259.4,344.4,2021-09,1740380,East,0.7531939605110337
2021,9,2021-09-13,2,70,1740440,32,629.76,19.68,174,455.76,629.76,2021-09,1740440,East,0.723704268292683
2021,9,2021-09-13,2,70,1740600,20,524.8,26.24,164,360.79999999999995,524.8,2021-09,1740600,North,0.6875
2021,9,2021-09-13,2,70,1740680,20,590.4,29.52,166,424.4,590.4,2021-09,1740680,South,0.7188346883468835
2021,9,2021-09-13,2,70,1740760,8,262.4,32.8,75,187.39999999999998,262.4,2021-09,1740760,North,0.7141768292682926
2021,9,2021-09-13,2,70,1740920,84,3306.24,39.36,702,2604.24,3306.24,2021-09,1740920,West,0.7876742160278746
2021,9,2021-09-13,2,70,1741160,15,738.0,49.2,149,589.0,738.0,2021-09,1741160,South,0.7981029810298103
2021,9,2021-09-13,2,180,1270375.6,8,191.52,23.94,48,143.52,191.52,2021-09,1270375.6,East,0.7493734335839599
2021,9,2021-09-13,2,180,1270415.6,4,109.44,27.36,33,76.44,109.44,2021-09,1270415.6,South,0.6984649122807017
2021,9,2021-09-17,1,100,1452703.02,60,3564.0,59.4,1169,2395.0,3564.0,2021-09,1452703.02,North,0.6719977553310886
2021,9,2021-09-17,1,100,1452730.02,20,2970.0,148.5,996,1974.0,2970.0,2021-09,1452730.02,South,0.6646464646464646
2021,9,2021-09-17,1,100,1453150.02,60,5346.0,89.1,1222,4124.0,5346.0,2021-09,1453150.02,South,0.7714178825289937
2021,9,2021-09-17,1,100,1453252.02,32,7920.0,247.5,2543,5377.0,7920.0,2021-09,1453252.02,South,0.6789141414141414
2021,9,2021-09-17,1,110,1455481.02,30,1849.5,61.65,452,1397.5,1849.5,2021-09,1455481.02,East,0.7556096242227629
2021,9,2021-09-17,1,110,1455548.02,100,8220.0,82.2,2084,6136.0,8220.0,2021-09,1455548.02,North,0.7464720194647202
2021,9,2021-09-17,2,210,1407067,9,797.04,88.56,245,552.04,797.04,2021-09,1407067,East,0.6926126668674094
2021,9,2021-09-17,2,230,AI9DA2967490,1,286.9,286.9,76,210.89999999999998,286.9,2021-09,AI9DA2967490,East,0.7350993377483444
2021,9,2021-09-17,3,230,XWCFDA2537249,8,4680.0,585.0,1483,3197.0,4680.0,2021-09,XWCFDA2537249,North,0.6831196581196581
2021,9,2021-09-18,2,70,1740050,140,516.6,3.69,147,369.6,516.6,2021-09,1740050,West,0.7154471544715447
2021,9,2021-09-18,2,70,1740090,36,191.88,5.33,51,140.88,191.88,2021-09,1740090,South,0.734208880550344
2021,9,2021-09-18,2,70,1740130,36,250.92,6.97,86,164.92,250.92,2021-09,1740130,West,0.6572612784951378
2021,9,2021-09-18,2,70,1740220,40,426.4,10.66,139,287.4,426.4,2021-09,1740220,North,0.674015009380863
2021,9,2021-09-18,2,70,1740300,24,334.56,13.94,99,235.56,334.56,2021-09,1740300,South,0.7040889526542324
2021,9,2021-09-18,2,70,1740440,32,629.76,19.68,183,446.76,629.76,2021-09,1740440,East,0.7094131097560975
2021,9,2021-09-18,2,70,1740520,32,734.72,22.96,242,492.72,734.72,2021-09,1740520,East,0.6706228222996515
2021,9,2021-09-18,2,70,1740600,12,314.88,26.24,68,246.88,314.88,2021-09,1740600,West,0.7840447154471545
2021,9,2021-09-18,2,70,1740680,16,472.32,29.52,127,345.32,472.32,2021-09,1740680,West,0.7311144986449865
2021,9,2021-09-18,2,70,1740920,84,3306.24,39.36,863,2443.24,3306.24,2021-09,1740920,West,0.73897841656988
2021,9,2021-09-18,2,70,1741160,42,2066.4,49.2,643,1423.4,2066.4,2021-09,1741160,South,0.6888308168795974
2021,9,2021-09-18,2,70,1741880,6,472.32,78.72,144,328.32,472.32,2021-09,1741880,North,0.6951219512195121
2021,9,2021-09-18,2,120,1750723,4,55.76,13.94,13,42.76,55.76,2021-09,1750723,West,0.766857962697274
2021,9,2021-09-18,2,120,1750828,8,209.92,26.24,72,137.92,209.92,2021-09,1750828,West,0.6570121951219512
2021,9,2021-09-18,2,120,1751880,2,157.44,78.72,42,115.44,157.44,2021-09,1751880,South,0.7332317073170732
2021,9,2021-09-18,2,180,1270455.6,4,123.12,30.78,29,94.12,123.12,2021-09,1270455.6,South,0.7644574398960364
2021,9,2021-09-18,2,180,1270575.6,8,328.32,41.04,101,227.32,328.32,2021-09,1270575.6,West,0.6923732943469786
2021,9,2021-09-18,2,200,1280370,4,66.64,16.66,14,52.64,66.64,2021-09,1280370,East,0.7899159663865546
2021,9,2021-09-18,2,200,1281000,4,188.16,47.04,55,133.16,188.16,2021-09,1281000,North,0.7076955782312925
2021,9,2021-09-20,2,230,XM3DA2501331,1,312.0,312.0,88,224.0,312.0,2021-09,XM3DA2501331,South,0.717948717948718
2021,9,2021-09-21,3,20,1220700,42,4021.92,95.76,1362,2659.92,4021.92,2021-09,1220700,West,0.6613557703783268
2021,9,2021-09-21,1,100,1452928.02,100,7920.0,79.2,1710,6210.0,7920.0,2021-09,1452928.02,South,0.7840909090909091
2021,9,2021-09-21,1,110,1455481.02,30,1849.5,61.65,589,1260.5,1849.5,2021-09,1455481.02,East,0.6815355501486888
2021,9,2021-09-21,3,140,1710910.01,144,17239.68,119.72,5610,11629.68,17239.68,2021-09,1710910.01,North,0.6745879273861232
2021,9,2021-09-21,3,160,1748376.01,36,4309.92,119.72,1222,3087.92,4309.92,2021-09,1748376.01,East,0.7164680550915098
2021,9,2021-09-21,3,260,1265939.01,36,3447.36,95.76,818,2629.36,3447.36,2021-09,1265939.01,South,0.7627169776292584
2021,9,2021-09-21,2,290,5053360,5,675.0,135.0,180,495.0,675.0,2021-09,5053360,East,0.7333333333333333
2021,9,2021-09-24,1,100,1452543.02,60,3060.0,51.0,1014,2046.0,3060.0,2021-09,1452543.02,North,0.6686274509803921
2021,9,2021-09-24,1,100,1452943.02,48,9504.0,198.0,1940,7564.0,9504.0,2021-09,1452943.02,West,0.7958754208754208
2021,9,2021-09-24,1,100,1453150.02,60,5346.0,89.1,1363,3983.0,5346.0,2021-09,1453150.02,East,0.7450430228208006
2021,9,2021-09-24,1,100,1453220.02,60,5940.0,99.0,1841,4099.0,5940.0,2021-09,1453220.02,South,0.69006734006734
2021,9,2021-09-24,2,230,XM3DA2502779,1,97.5,97.5,27,70.5,97.5,2021-09,XM3DA2502779,West,0.7230769230769231
2021,9,2021-09-25,2,70,1740010,36,73.8,2.05,23,50.8,73.8,2021-09,1740010,East,0.6883468834688347
2021,9,2021-09-25,2,70,1740050,60,221.4,3.69,76,145.4,221.4,2021-09,1740050,South,0.6567299006323397
2021,9,2021-09-25,2,70,1740220,32,341.12,10.66,103,238.12,341.12,2021-09,1740220,North,0.6980534709193246
2021,9,2021-09-25,2,70,1740380,20,344.4,17.22,113,231.39999999999998,344.4,2021-09,1740380,East,0.6718931475029036
2021,9,2021-09-25,2,70,1740440,32,629.76,19.68,185,444.76,629.76,2021-09,1740440,South,0.7062372967479674
2021,9,2021-09-25,2,70,1740600,20,524.8,26.24,111,413.79999999999995,524.8,2021-09,1740600,North,0.7884908536585366
2021,9,2021-09-25,2,70,1740920,32,1259.52,39.36,366,893.52,1259.52,2021-09,1740920,North,0.7094131097560975
2021,9,2021-09-25,2,70,1741160,42,2066.4,49.2,648,1418.4,2066.4,2021-09,1741160,East,0.686411149825784
2021,9,2021-09-25,2,70,1741400,8,472.32,59.04,131,341.32,472.32,2021-09,1741400,North,0.7226456639566395
2021,9,2021-09-25,2,70,1741880,6,472.32,78.72,112,360.32,472.32,2021-09,1741880,West,0.7628726287262872
2021,9,2021-09-25,1,100,1452543.02,30,1530.0,51.0,462,1068.0,1530.0,2021-09,1452543.02,West,0.6980392156862745
2021,9,2021-09-25,1,100,1452730.02,20,2970.0,148.5,929,2041.0,2970.0,2021-09,1452730.02,East,0.6872053872053872
2021,9,2021-09-25,1,100,1453220.02,60,5940.0,99.0,1505,4435.0,5940.0,2021-09,1453220.02,South,0.7466329966329966
2021,9,2021-09-25,1,110,1455412.02,40,1644.0,41.1,560,1084.0,1644.0,2021-09,1455412.02,North,0.6593673965936739
2021,9,2021-09-25,1,110,1455548.02,100,8220.0,82.2,2373,5847.0,8220.0,2021-09,1455548.02,South,0.7113138686131387
2021,9,2021-09-25,2,120,1750378,12,63.96,5.33,14,49.96,63.96,2021-09,1750378,West,0.7811131957473421
2021,9,2021-09-25,2,120,1750723,8,111.52,13.94,31,80.52,111.52,2021-09,1750723,East,0.7220229555236729
2021,9,2021-09-25,2,120,1750808,20,459.2,22.96,97,362.2,459.2,2021-09,1750808,North,0.7887630662020906
2021,9,2021-09-25,2,180,1270225.6,8,88.96,11.12,29,59.959999999999994,88.96,2021-09,1270225.6,East,0.6740107913669064
2021,9,2021-09-25,2,180,1270335.6,8,164.16,20.52,51,113.16,164.16,2021-09,1270335.6,North,0.6893274853801169
2021,9,2021-09-25,2,180,1270415.6,4,109.44,27.36,29,80.44,109.44,2021-09,1270415.6,West,0.735014619883041
2021,9,2021-09-25,2,180,1270455.6,2,61.56,30.78,16,45.56,61.56,2021-09,1270455.6,East,0.7400909681611436
2021,9,2021-09-25,2,180,1270575.6,8,328.32,41.04,98,230.32,328.32,2021-09,1270575.6,North,0.7015107212475633
2021,9,2021-09-25,2,200,1280600,4,109.76,27.44,30,79.76,109.76,2021-09,1280600,South,0.7266763848396501
2021,9,2021-09-25,2,200,1280680,4,125.44,31.36,42,83.44,125.44,2021-09,1280680,North,0.6651785714285714
2021,9,2021-09-25,2,200,1281000,4,188.16,47.04,38,150.16,188.16,2021-09,1281000,East,0.7980442176870748
2021,9,2021-09-26,1,100,1453057,15000,13215.0,0.881,3446,9769.0,13215.0,2021-09,1453057,South,0.739235716988271
2021,9,2021-09-26,2,230,AJ2DA2964467,1,60.4,60.4,16,44.4,60.4,2021-09,AJ2DA2964467,North,0.7350993377483444
2021,9,2021-09-26,2,230,X73DA250108,2,157.2,78.6,45,112.19999999999999,157.2,2021-09,X73DA250108,South,0.7137404580152672
2021,9,2021-09-26,2,230,XM3DA2502779,1,97.5,97.5,34,63.5,97.5,2021-09,XM3DA2502779,East,0.6512820512820513
2021,9,2021-09-27,1,100,1452703.02,60,3564.0,59.4,896,2668.0,3564.0,2021-09,1452703.02,North,0.7485970819304153
2021,9,2021-09-27,1,100,1452928.02,100,7920.0,79.2,2671,5249.0,7920.0,2021-09,1452928.02,North,0.6627525252525253
2021,9,2021-09-27,1,100,1452943.02,48,9504.0,198.0,3047,6457.0,9504.0,2021-09,1452943.02,East,0.6793981481481481
2021,9,2021-09-27,1,100,1453252.02,32,7920.0,247.5,2084,5836.0,7920.0,2021-09,1453252.02,South,0.7368686868686869
2021,10,2021-10-01,2,70,1740220,32,341.12,10.66,94,247.12,341.12,2021-10,1740220,East,0.724437148217636
2021,10,2021-10-01,2,70,1740300,24,334.56,13.94,77,257.56,334.56,2021-10,1740300,West,0.7698469631755142
2021,10,2021-10-01,2,70,1740380,20,344.4,17.22,108,236.39999999999998,344.4,2021-10,1740380,West,0.686411149825784
2021,10,2021-10-01,2,70,1740440,32,629.76,19.68,155,474.76,629.76,2021-10,1740440,South,0.7538744918699187
2021,10,2021-10-01,2,70,1740520,32,734.72,22.96,217,517.72,734.72,2021-10,1740520,North,0.7046493902439025
2021,10,2021-10-01,2,70,1740600,20,524.8,26.24,179,345.79999999999995,524.8,2021-10,1740600,East,0.6589176829268293
2021,10,2021-10-01,2,70,1740680,16,472.32,29.52,153,319.32,472.32,2021-10,1740680,North,0.6760670731707317
2021,10,2021-10-01,2,70,1740760,8,262.4,32.8,61,201.39999999999998,262.4,2021-10,1740760,West,0.767530487804878
2021,10,2021-10-01,2,70,1740920,168,6612.48,39.36,1466,5146.48,6612.48,2021-10,1740920,West,0.7782980061943476
2021,10,2021-10-01,2,70,1741160,42,2066.4,49.2,717,1349.4,2066.4,2021-10,1741160,South,0.6530197444831591
2021,10,2021-10-01,2,70,1741880,6,472.32,78.72,118,354.32,472.32,2021-10,1741880,West,0.7501693766937669
2021,10,2021-10-01,2,70,1742122,2,177.12,88.56,56,121.12,177.12,2021-10,1742122,South,0.6838301716350497
2021,10,2021-10-01,1,110,1455481.02,60,3699.0,61.65,1244,2455.0,3699.0,2021-10,1455481.02,South,0.6636928899702622
2021,10,2021-10-01,2,120,1750688,16,170.56,10.66,41,129.56,170.56,2021-10,1750688,South,0.7596153846153846
2021,10,2021-10-01,2,120,1750790,12,236.16,19.68,72,164.16,236.16,2021-10,1750790,South,0.6951219512195121
2021,10,2021-10-01,2,120,1751080,6,177.12,29.52,53,124.12,177.12,2021-10,1751080,South,0.7007678410117435
2021,10,2021-10-01,2,120,1751208,42,1653.12,39.36,498,1155.12,1653.12,2021-10,1751208,South,0.6987514518002322
2021,10,2021-10-01,2,120,1751280,4,196.8,49.2,44,152.8,196.8,2021-10,1751280,North,0.7764227642276423
2021,10,2021-10-01,2,150,1746930,8,212.16,26.52,74,138.16,212.16,2021-10,1746930,South,0.6512066365007542
2021,10,2021-10-01,2,150,1747650,3,198.9,66.3,44,154.9,198.9,2021-10,1747650,North,0.7787833081950729
2021,10,2021-10-01,2,180,1270225.6,8,88.96,11.12,20,68.96,88.96,2021-10,1270225.6,West,0.7751798561151079
2021,10,2021-10-01,2,180,1270265.6,32,465.28,14.54,155,310.28,465.28,2021-10,1270265.6,West,0.6668672627235213
2021,10,2021-10-01,2,180,1270415.6,4,109.44,27.36,21,88.44,109.44,2021-10,1270415.6,North,0.8081140350877193
2021,10,2021-10-01,2,180,1270575.6,8,328.32,41.04,93,235.32,328.32,2021-10,1270575.6,North,0.7167397660818713
2021,10,2021-10-01,2,180,1270695.6,2,102.6,51.3,24,78.6,102.6,2021-10,1270695.6,North,0.7660818713450293
2021,10,2021-10-01,2,200,1280760,2,70.56,35.28,18,52.56,70.56,2021-10,1280760,West,0.7448979591836735
2021,10,2021-10-01,2,200,1281000,4,188.16,47.04,61,127.16,188.16,2021-10,1281000,East,0.6758078231292517
2021,10,2021-10-01,2,230,XK3DA250108,1,78.6,78.6,19,59.599999999999994,78.6,2021-10,XK3DA250108,West,0.7582697201017812
2021,10,2021-10-01,2,250,AOH1B6504467,1,27.4,27.4,9,18.4,27.4,2021-10,AOH1B6504467,East,0.6715328467153284
2021,10,2021-10-05,1,100,1452543.02,60,3060.0,51.0,712,2348.0,3060.0,2021-10,1452543.02,West,0.7673202614379085
2021,10,2021-10-05,1,100,1452703.02,120,7128.0,59.4,1605,5523.0,7128.0,2021-10,1452703.02,West,0.7748316498316499
2021,10,2021-10-05,1,100,1452928.02,100,7920.0,79.2,1851,6069.0,7920.0,2021-10,1452928.02,West,0.7662878787878787
2021,10,2021-10-05,1,100,1453150.02,120,10692.0,89.1,2615,8077.0,10692.0,2021-10,1453150.02,North,0.7554246165357277
2021,10,2021-10-05,1,100,1453220.02,60,5940.0,99.0,1579,4361.0,5940.0,2021-10,1453220.02,East,0.7341750841750841
2021,10,2021-10-05,3,230,XWCFDA2537249,6,3510.0,585.0,1156,2354.0,3510.0,2021-10,XWCFDA2537249,West,0.6706552706552706
2021,10,2021-10-08,2,70,1740300,20,278.8,13.940000000000001,73,205.8,278.8,2021-10,1740300,South,0.7381635581061693
2021,10,2021-10-08,2,70,1740520,108,2479.68,22.959999999999997,536,1943.6799999999998,2479.68,2021-10,1740520,North,0.7838430765260034
2021,10,2021-10-08,2,70,1740680,16,472.32,29.52,127,345.32,472.32,2021-10,1740680,East,0.7311144986449865
2021,10,2021-10-08,2,70,1740760,8,262.4,32.8,56,206.39999999999998,262.4,2021-10,1740760,North,0.7865853658536586
2021,10,2021-10-08,2,70,1740920,168,6612.48,39.36,2114,4498.48,6612.48,2021-10,1740920,North,0.6803014905149052
2021,10,2021-10-08,2,70,1742122,1,88.56,88.56,25,63.56,88.56,2021-10,1742122,West,0.7177055103884372
2021,10,2021-10-08,2,120,1750808,16,367.36,22.96,73,294.36,367.36,2021-10,1750808,South,0.8012848432055749
2021,10,2021-10-08,2,120,1751208,10,393.6,39.36,121,272.6,393.6,2021-10,1751208,East,0.6925813008130082
2021,10,2021-10-08,2,150,1746930,4,106.08,26.52,28,78.08,106.08,2021-10,1746930,North,0.7360482654600302
2021,10,2021-10-08,2,200,1280080,36,88.2,2.45,27,61.2,88.2,2021-10,1280080,West,0.6938775510204082
2021,10,2021-10-09,2,170,1490645,2,100.32,50.16,25,75.32,100.32,2021-10,1490645,East,0.7507974481658692
2021,10,2021-10-10,3,230,XWCFDA2537249,2,1170.0,585.0,368,802.0,1170.0,2021-10,XWCFDA2537249,South,0.6854700854700855
2021,10,2021-10-15,1,110,1455548.02,120,9864.0,82.2,2002,7862.0,9864.0,2021-10,1455548.02,West,0.7970397404703974
2021,10,2021-10-15,3,140,1710910.01,144,14040.0,97.5,4257,9783.0,14040.0,2021-10,1710910.01,South,0.6967948717948718
2021,10,2021-10-16,2,70,1740050,20,73.8,3.69,25,48.8,73.8,2021-10,1740050,South,0.6612466124661246
2021,10,2021-10-16,2,70,1740090,36,191.88,5.33,44,147.88,191.88,2021-10,1740090,North,0.7706900145924536
2021,10,2021-10-16,2,70,1740130,36,250.92,6.97,62,188.92,250.92,2021-10,1740130,West,0.7529092937988203
2021,10,2021-10-16,2,70,1740220,16,170.56,10.66,37,133.56,170.56,2021-10,1740220,East,0.7830675422138836
2021,10,2021-10-16,2,70,1740300,12,167.28,13.94,42,125.28,167.28,2021-10,1740300,South,0.7489239598278336
2021,10,2021-10-16,2,70,1740440,56,1102.08,19.68,279,823.0799999999999,1102.08,2021-10,1740440,South,0.7468423344947736
2021,10,2021-10-16,2,70,1740520,64,1469.44,22.96,380,1089.44,1469.44,2021-10,1740520,North,0.7413980836236934
2021,10,2021-10-16,2,70,1740680,34,1003.68,29.52,207,796.68,1003.68,2021-10,1740680,South,0.7937589670014347
2021,10,2021-10-16,2,70,1740760,8,262.4,32.8,88,174.39999999999998,262.4,2021-10,1740760,North,0.6646341463414633
2021,10,2021-10-16,2,70,1740920,84,3306.24,39.36,1150,2156.24,3306.24,2021-10,1740920,East,0.6521728610143244
2021,10,2021-10-16,2,70,1741160,84,4132.8,49.2,1224,2908.8,4132.8,2021-10,1741160,West,0.7038327526132404
2021,10,2021-10-16,2,70,1741880,6,472.32,78.72,112,360.32,472.32,2021-10,1741880,North,0.7628726287262872
2021,10,2021-10-16,2,70,1742122,3,265.68,88.56,82,183.68,265.68,2021-10,1742122,West,0.691358024691358
2021,10,2021-10-16,2,70,1742362,2,196.8,98.4,51,145.8,196.8,2021-10,1742362,North,0.7408536585365854
2021,10,2021-10-16,1,100,1452405.02,80,3168.0,39.6,698,2470.0,3168.0,2021-10,1452405.02,West,0.7796717171717171
2021,10,2021-10-16,1,100,1452703.02,60,3564.0,59.4,865,2699.0,3564.0,2021-10,1452703.02,South,0.7572951739618407
2021,10,2021-10-16,1,100,1453220.02,60,5940.0,99.0,1590,4350.0,5940.0,2021-10,1453220.02,East,0.7323232323232324
2021,10,2021-10-16,2,120,1750758,8,137.76,17.22,37,100.75999999999999,137.76,2021-10,1750758,North,0.731416957026713
2021,10,2021-10-16,2,120,1750808,28,642.88,22.96,179,463.88,642.88,2021-10,1750808,North,0.7215654554504729
2021,10,2021-10-16,2,150,1747170,2,79.56,39.78,21,58.56,79.56,2021-10,1747170,West,0.7360482654600302
2021,10,2021-10-16,2,180,1270265.6,12,174.48,14.54,36,138.48,174.48,2021-10,1270265.6,South,0.7936726272352131
2021,10,2021-10-16,2,180,1270575.6,8,328.32,41.04,106,222.32,328.32,2021-10,1270575.6,West,0.6771442495126706
2021,10,2021-10-16,2,200,1280600,4,109.76,27.44,30,79.76,109.76,2021-10,1280600,South,0.7266763848396501
2021,10,2021-10-16,2,200,1280760,2,70.56,35.28,15,55.56,70.56,2021-10,1280760,North,0.7874149659863946
2021,10,2021-10-16,2,200,1281000,4,188.16,47.04,58,130.16,188.16,2021-10,1281000,South,0.6917517006802721
2021,10,2021-10-18,3,30,1401424,16,2952.0,184.5,661,2291.0,2952.0,2021-10,1401424,West,0.7760840108401084
2021,10,2021-10-19,3,40,1401424.01,24,4428.0,184.5,1121,3307.0,4428.0,2021-10,1401424.01,North,0.7468383017163505
2021,10,2021-10-19,2,220,1220768,2,205.2,102.6,46,159.2,205.2,2021-10,1220768,South,0.7758284600389863
2021,10,2021-10-22,2,70,1740010,36,73.8,2.05,20,53.8,73.8,2021-10,1740010,North,0.7289972899728997
2021,10,2021-10-22,2,70,1740220,32,341.12,10.66,100,241.12,341.12,2021-10,1740220,North,0.7068480300187617
2021,10,2021-10-22,2,70,1740300,20,278.8,13.940000000000001,74,204.8,278.8,2021-10,1740300,North,0.7345767575322812
2021,10,2021-10-22,2,70,1740520,32,734.72,22.96,225,509.72,734.72,2021-10,1740520,West,0.6937608885017422
2021,10,2021-10-22,2,70,1740600,32,839.68,26.24,288,551.68,839.68,2021-10,1740600,North,0.6570121951219512
2021,10,2021-10-22,2,70,1740680,84,2479.68,29.52,860,1619.6799999999998,2479.68,2021-10,1740680,South,0.65318105562008
2021,10,2021-10-22,2,70,1740920,84,3306.24,39.36,683,2623.24,3306.24,2021-10,1740920,East,0.7934209252806813
2021,10,2021-10-22,2,70,1741160,42,2066.4,49.2,627,1439.4,2066.4,2021-10,1741160,South,0.6965737514518002
2021,10,2021-10-22,2,70,1741400,4,236.16,59.04,80,156.16,236.16,2021-10,1741400,South,0.6612466124661247
2021,10,2021-10-22,2,70,1741880,6,472.32,78.72,127,345.32,472.32,2021-10,1741880,East,0.7311144986449865
2021,10,2021-10-22,1,100,1453220.02,160,15840.0,99.0,4774,11066.0,15840.0,2021-10,1453220.02,South,0.6986111111111111
2021,10,2021-10-22,2,120,1751208,20,787.2,39.36,203,584.2,787.2,2021-10,1751208,East,0.7421239837398375
2021,10,2021-10-22,2,180,1270180.6,12,87.24,7.27,25,62.239999999999995,87.24,2021-10,1270180.6,North,0.7134342044933517
2021,10,2021-10-22,2,180,1270225.6,8,88.96,11.12,26,62.959999999999994,88.96,2021-10,1270225.6,North,0.7077338129496402
2021,10,2021-10-22,2,180,1270375.6,8,191.52,23.94,58,133.52,191.52,2021-10,1270375.6,East,0.6971595655806182
2021,10,2021-10-22,2,180,1270415.6,4,109.44,27.36,35,74.44,109.44,2021-10,1270415.6,East,0.6801900584795322
2021,10,2021-10-22,2,180,1270455.6,4,123.12,30.78,34,89.12,123.12,2021-10,1270455.6,West,0.723846653671215
2021,10,2021-10-22,2,180,1270575.6,8,328.32,41.04,68,260.32,328.32,2021-10,1270575.6,East,0.7928849902534113
2021,10,2021-10-22,2,200,1281000,4,188.16,47.04,49,139.16,188.16,2021-10,1281000,North,0.7395833333333334
2021,10,2021-10-23,1,100,1452730.02,80,11880.0,148.5,2492,9388.0,11880.0,2021-10,1452730.02,North,0.7902356902356902
2021,10,2021-10-23,1,100,1452928.02,140,11088.0,79.2,2954,8134.0,11088.0,2021-10,1452928.02,East,0.7335858585858586
2021,10,2021-10-23,1,100,1452943.02,48,9504.0,198.0,2881,6623.0,9504.0,2021-10,1452943.02,West,0.6968644781144782
2021,10,2021-10-23,1,100,1453150.02,80,7128.0,89.1,1619,5509.0,7128.0,2021-10,1453150.02,North,0.7728675645342312
2021,10,2021-10-24,2,70,1740130,24,167.28,6.97,40,127.28,167.28,2021-10,1740130,East,0.7608799617407939
2021,10,2021-10-24,2,70,1740300,24,334.56,13.94,102,232.56,334.56,2021-10,1740300,South,0.6951219512195121
2021,10,2021-10-24,2,70,1740440,108,2125.44,19.68,451,1674.44,2125.44,2021-10,1740440,West,0.7878086419753086
2021,10,2021-10-24,2,70,1740520,108,2479.68,22.959999999999997,759,1720.6799999999998,2479.68,2021-10,1740520,South,0.6939121176926055
2021,10,2021-10-24,2,70,1740920,34,1338.24,39.36,443,895.24,1338.24,2021-10,1740920,South,0.6689681970349115
2021,10,2021-10-24,2,70,1741400,4,236.16,59.04,76,160.16,236.16,2021-10,1741400,East,0.6781842818428184
2021,10,2021-10-24,1,110,1455481.02,90,5548.5,61.65,1263,4285.5,5548.5,2021-10,1455481.02,North,0.7723709110570425
2021,10,2021-10-24,1,110,1455548.02,120,9864.0,82.2,2376,7488.0,9864.0,2021-10,1455548.02,South,0.7591240875912408
2021,10,2021-10-24,2,120,1750418,12,83.64,6.97,17,66.64,83.64,2021-10,1750418,East,0.7967479674796748
2021,10,2021-10-24,2,120,1750758,8,137.76,17.22,30,107.75999999999999,137.76,2021-10,1750758,East,0.7822299651567944
2021,10,2021-10-24,2,120,1751208,10,393.6,39.36,110,283.6,393.6,2021-10,1751208,East,0.7205284552845529
2021,10,2021-10-24,3,230,XWCFDA2537249,8,4680.0,585.0,1181,3499.0,4680.0,2021-10,XWCFDA2537249,East,0.7476495726495727
2021,10,2021-10-29,1,100,1452405.02,40,1584.0,39.6,450,1134.0,1584.0,2021-10,1452405.02,North,0.7159090909090909
2021,10,2021-10-29,1,100,1452703.02,60,3564.0,59.4,1106,2458.0,3564.0,2021-10,1452703.02,South,0.6896745230078564
2021,10,2021-10-29,1,110,1455548.02,120,9864.0,82.2,2424,7440.0,9864.0,2021-10,1455548.02,East,0.754257907542579
2021,10,2021-10-30,2,70,1740050,20,73.8,3.69,21,52.8,73.8,2021-10,1740050,East,0.7154471544715447
2021,10,2021-10-30,2,70,1740090,24,127.92,5.33,37,90.92,127.92,2021-10,1740090,East,0.7107567229518449
2021,10,2021-10-30,2,70,1740130,24,167.28,6.97,49,118.28,167.28,2021-10,1740130,North,0.7070779531324725
2021,10,2021-10-30,2,70,1740170,8,68.88,8.61,24,44.879999999999995,68.88,2021-10,1740170,East,0.6515679442508711
2021,10,2021-10-30,2,70,1740220,24,255.84,10.66,62,193.84,255.84,2021-10,1740220,South,0.757661038148843
2021,10,2021-10-30,2,70,1740380,20,344.4,17.22,114,230.39999999999998,344.4,2021-10,1740380,West,0.6689895470383275
2021,10,2021-10-30,2,70,1740600,20,524.8,26.24,155,369.79999999999995,524.8,2021-10,1740600,West,0.7046493902439024
2021,10,2021-10-30,2,70,1740760,8,262.4,32.8,79,183.39999999999998,262.4,2021-10,1740760,North,0.6989329268292682
2021,10,2021-10-30,2,70,1740920,84,3306.24,39.36,868,2438.24,3306.24,2021-10,1740920,West,0.7374661246612466
2021,10,2021-10-30,2,70,1741160,42,2066.4,49.2,468,1598.4,2066.4,2021-10,1741160,East,0.7735191637630662
2021,10,2021-10-30,2,70,1741880,6,472.32,78.72,105,367.32,472.32,2021-10,1741880,West,0.7776930894308943
2021,10,2021-10-30,1,110,1455548.02,600,49320.0,82.2,11743,37577.0,49320.0,2021-10,1455548.02,South,0.7619018653690186
2021,10,2021-10-30,2,120,1750808,16,367.36,22.96,106,261.36,367.36,2021-10,1750808,West,0.7114547038327527
2021,10,2021-10-30,2,180,1270265.6,28,407.12,14.540000000000001,138,269.12,407.12,2021-10,1270265.6,South,0.6610336018864217
2021,10,2021-10-30,2,180,1270495.6,2,68.4,34.2,19,49.400000000000006,68.4,2021-10,1270495.6,West,0.7222222222222222
2021,10,2021-10-31,1,100,1453220.02,120,11880.0,99.0,3252,8628.0,11880.0,2021-10,1453220.02,East,0.7262626262626263
2021,10,2021-10-31,3,140,1710910.01,108,10530.0,97.5,3136,7394.0,10530.0,2021-10,1710910.01,South,0.7021842355175688
2021,10,2021-10-31,2,230,A41DA2967467,2,120.8,60.4,34,86.8,120.8,2021-10,A41DA2967467,West,0.7185430463576159
